Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
LS 500h AWD,Lexus,2023,HEV,6.0,3.5,Automatic (AV-S10),46134,5250.0,25.0,0.0,0.0,28.5542,0.0,0.0,0.0,22.0,29.2,39.0,0.0,60000.0,7368219.555995338,8936419.555995336,61871187.48391415,70807607.03990948
LS 500,Lexus,2023,ICE,6.0,3.4,Automatic (S10),46135,5250.0,22.0,0.0,0.0,28.766,0.0,0.0,0.0,18.4127,23.1006,41.0012,0.0,60000.0,8259982.826415689,9828182.82641569,65715311.49750393,75543494.32391962
LS 500 AWD,Lexus,2023,ICE,6.0,3.4,Automatic (S10),46136,5250.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,17.0,22.100000000000005,39.3533,0.0,60000.0,8259982.826415689,9828182.82641569,70408888.8888889,80237071.71530458
Civic 5Dr,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),46137,3367.5925925925926,35.0,0.0,0.0,39.4957,0.0,0.0,0.0,31.0,42.1,58.5,0.0,60000.0,5298334.663081811,6866534.663081811,44409391.12011209,51275925.7831939
Civic 5Dr,Honda,2023,ICE,4.0,1.5,Automatic (AV-S7),46138,3367.5925925925926,33.0,0.0,0.0,37.3549,0.0,0.0,0.0,30.3497,40.2,54.9,0.0,60000.0,5298334.663081811,6866534.663081811,46318170.33578772,53184704.99886953
Civic 5Dr,Honda,2023,ICE,4.0,1.5,Manual 6-spd,46139,3367.5925925925926,31.0,0.0,0.0,37.3549,0.0,0.0,0.0,27.6717,36.2,54.9,0.0,60000.0,5298334.663081811,6866534.663081811,48009755.902424,54876290.56550581
Civic 5Dr,Honda,2023,ICE,4.0,2.0,Automatic (AV-S7),46140,3367.5925925925926,32.0,0.0,0.0,36.6941,0.0,0.0,0.0,28.7509,37.8,53.79999999999999,0.0,60000.0,5298334.663081811,6866534.663081811,47832616.63918047,54699151.30226228
Civic 5Dr,Honda,2023,ICE,4.0,2.0,Manual 6-spd,46141,3367.5925925925926,29.0,0.0,0.0,35.909,0.0,0.0,0.0,26.1013,33.9,52.5,0.0,60000.0,5298334.663081811,6866534.663081811,50299193.203100055,57165727.866181865
NX 250,Lexus,2023,ICE,4.0,2.5,Automatic (S8),46143,4500.0,28.0,0.0,0.0,32.7237,0.0,0.0,0.0,25.5497,33.1,47.29999999999999,0.0,60000.0,7079985.279784877,8648185.279784877,53710070.04482054,62358255.32460542
Outlander Sport 2WD,Mitsubishi,2023,ICE,4.0,2.0,Automatic (AV-S6),46144,4071.428571428572,27.0,0.0,0.0,30.0017,0.0,0.0,0.0,24.2042,31.1652,42.949,0.0,60000.0,6405700.967424413,7973900.967424413,57832662.385131866,65806563.35255628
Highlander Hybrid,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46145,4750.0,36.0,0.0,0.0,35.4023,0.0,0.0,0.0,36.2409,49.3,48.2,0.0,60000.0,6666484.360186258,8234684.360186258,44276540.28111495,52511224.64130121
Highlander,Toyota,2023,ICE,4.0,2.4,Automatic (S8),46146,4750.0,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,20.9627,26.6,40.4,0.0,60000.0,7473317.795328483,9041517.795328483,63257842.792561024,72299360.5878895
NX 250 AWD,Lexus,2023,ICE,4.0,2.5,Automatic (S8),46148,4500.0,28.0,0.0,0.0,31.9782,0.0,0.0,0.0,25.0,33.1,46.1,0.0,60000.0,7079985.279784877,8648185.279784877,54934442.4251188,63582627.70490368
NX 350h AWD,Lexus,2023,HEV,4.0,2.5,Automatic (AV-S6),46149,4500.0,39.0,0.0,0.0,37.4192,0.0,0.0,0.0,41.3984,56.2446,51.6969,0.0,60000.0,6315616.762281717,7883816.762281717,40403123.297621205,48286940.05990292
NX 350 AWD,Lexus,2023,ICE,4.0,2.4,Automatic (S8),46150,4500.0,25.0,0.0,0.0,29.0627,0.0,0.0,0.0,22.0,29.095,41.4673,0.0,60000.0,7079985.279784877,8648185.279784877,61202685.7014926,69850870.98127748
Outlander Sport 4WD,Mitsubishi,2023,ICE,4.0,2.0,Automatic (AV-S6),46153,4071.428571428572,26.0,0.0,0.0,29.2848,0.0,0.0,0.0,23.4813,30.1356,41.8169,0.0,60000.0,6405700.967424413,7973900.967424413,59392893.06036297,67366794.02778739
Outlander Sport 4WD,Mitsubishi,2023,ICE,4.0,2.4,Automatic (AV-S6),46154,4071.428571428572,25.0,0.0,0.0,28.4441,0.0,0.0,0.0,23.0548,29.531199999999995,40.496500000000005,0.0,60000.0,6405700.967424413,7973900.967424413,60886474.32070092,68860375.28812534
Highlander AWD,Toyota,2023,ICE,4.0,2.4,Automatic (S8),46155,4750.0,24.0,0.0,0.0,27.6779,0.0,0.0,0.0,21.2505,27.0,39.3,0.0,60000.0,7473317.795328483,9041517.795328483,63916222.22123598,72957740.01656446
Alpina XB7,BMW,2023,HEV,8.0,4.4,Automatic (S8),46156,5500.0,17.0,0.0,0.0,20.2334,0.0,0.0,0.0,15.5008,19.2,28.0,0.0,60000.0,7719087.153899877,9287287.153899876,87506828.70325619,96794115.85715607
Highlander Hybrid AWD LTD/PLAT,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46157,4750.0,35.0,0.0,0.0,34.0,0.0,0.0,0.0,35.4652,48.2,47.0,0.0,60000.0,6666484.360186258,8234684.360186258,45707737.07750926,53942421.43769552
Highlander Hybrid AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),46158,4750.0,35.0,0.0,0.0,34.7889,0.0,0.0,0.0,35.1424,47.6,46.4,0.0,60000.0,6666484.360186258,8234684.360186258,45330237.30273356,53564921.66291982
F150 Pickup 2WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46159,5693.640350877193,21.0,0.0,0.0,24.7248,0.0,0.0,0.0,18.1521,22.7475,34.7477,0.0,60000.0,8957975.527244383,10526175.527244383,72779611.96917272,83305787.4964171
F150 Pickup 2WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46161,5693.640350877193,21.0,0.0,0.0,24.2339,0.0,0.0,0.0,18.2647,22.9,34.0,0.0,60000.0,8957975.527244383,10526175.527244383,73520403.04885519,84046578.57609957
F150 Pickup 2WD FFV,Ford,2023,FCV,6.0,3.3,Automatic (S10),46162,5693.640350877193,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.7801,23.6,35.3,0.0,60000.0,10808970.482309181,11824970.482309181,0.0,11824970.482309181
F150 Pickup 2WD FFV,Ford,2023,FCV,8.0,5.0,Automatic (S10),46164,5693.640350877193,20.0,0.0,0.0,24.779,0.0,0.0,0.0,16.7414,20.8497,34.8304,0.0,60000.0,10808970.482309181,11824970.482309181,0.0,11824970.482309181
F150 Pickup 2WD HEV,Ford,2023,HEV,6.0,3.5,Automatic (S10),46166,5693.640350877193,25.0,0.0,0.0,25.1517,0.0,0.0,0.0,25.1342,32.5,35.4,0.0,60000.0,7990855.652978568,9559055.652978567,63005529.19056667,72564584.84354523
Ranger 2WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46167,4795.833333333333,22.0,0.0,0.0,26.3879,0.0,0.0,0.0,19.8039,25.0,37.3,0.0,60000.0,7545428.756511474,9113628.756511474,67628313.21958071,76741941.97609219
F150 Pickup 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46169,5693.640350877193,20.0,0.0,0.0,23.1183,0.0,0.0,0.0,17.4548,21.8064,32.3102,0.0,60000.0,8957975.527244383,10526175.527244383,77016100.11801325,87542275.64525764
F150 Pickup 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46171,5693.640350877193,19.0,0.0,0.0,22.7035,0.0,0.0,0.0,16.6478,20.7246,31.6852,0.0,60000.0,8957975.527244383,10526175.527244383,79295500.3732775,89821675.90052189
F150 Pickup 4WD FFV,Ford,2023,FCV,6.0,3.3,Automatic (S10),46173,5693.640350877193,20.0,0.0,0.0,22.0,0.0,0.0,0.0,18.6613,23.4384,33.1808,0.0,60000.0,10808970.482309181,11824970.482309181,0.0,11824970.482309181
F150 Pickup 4WD FFV,Ford,2023,FCV,8.0,5.0,Automatic (S10),46174,5693.640350877193,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.887,19.7117,31.6824,0.0,60000.0,10808970.482309181,11824970.482309181,0.0,11824970.482309181
F150 Pickup 4WD HEV,Ford,2023,HEV,6.0,3.5,Automatic (S10),46176,5693.640350877193,23.0,0.0,0.0,23.2899,0.0,0.0,0.0,23.2221,29.768,32.5693,0.0,60000.0,7990855.652978568,9559055.652978567,68110126.70581643,77669182.358795
F150 Pickup Tremor 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46177,5693.640350877193,18.0,0.0,0.0,20.2559,0.0,0.0,0.0,16.1041,20.0,28.0332,0.0,60000.0,8957975.527244383,10526175.527244383,86155934.51887931,96682110.0461237
F150 Pickup Tremor 4WD FFV,Ford,2023,FCV,8.0,5.0,Automatic (S10),46179,5693.640350877193,17.0,0.0,0.0,19.8021,0.0,0.0,0.0,15.499,19.1976,27.362900000000003,0.0,60000.0,10808970.482309181,11824970.482309181,0.0,11824970.482309181
F150 RAPTOR 37 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46181,5693.640350877193,15.0,0.0,0.0,15.8851,0.0,0.0,0.0,14.208099999999998,17.5,24.2,0.0,60000.0,8957975.527244383,10526175.527244383,104702768.2587101,115228943.78595449
F150 RAPTOR 4WD,Ford,2023,ICE,6.0,3.5,Automatic (S10),46183,5693.640350877193,15.0,0.0,0.0,17.7796,0.0,0.0,0.0,14.0,18.0,24.4,0.0,60000.0,8957975.527244383,10526175.527244383,98527375.83324109,109053551.36048548
F150 RAPTOR R 4WD,Ford,2023,ICE,8.0,5.2,Automatic (S10),46185,5693.640350877193,12.0,0.0,0.0,14.7942,0.0,0.0,0.0,10.32,12.5,20.1,0.0,60000.0,8957975.527244383,10526175.527244383,123951455.34594442,134477630.8731888
Ranger 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46186,4795.833333333333,21.0,0.0,0.0,24.365400000000005,0.0,0.0,0.0,19.0736,24.0,34.2,0.0,60000.0,7545428.756511474,9113628.756511474,72061204.26180933,81174833.01832081
Ranger Tremor 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46188,4795.833333333333,19.0,0.0,0.0,19.0679,0.0,0.0,0.0,18.927,23.8,30.7,0.0,60000.0,7545428.756511474,9113628.756511474,83359226.33040234,92472855.08691382
Bronco 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46189,5665.178571428572,20.0,0.0,0.0,21.2292,0.0,0.0,0.0,19.5253,24.6177,33.5183,0.0,60000.0,8913195.75401489,10481395.75401489,77419878.2208089,87901273.97482379
Bronco 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46190,5665.178571428572,20.0,0.0,0.0,20.8482,0.0,0.0,0.0,19.7106,24.8719,32.111,0.0,60000.0,8913195.75401489,10481395.75401489,77900186.26808836,88381582.02210325
Bronco 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46191,5665.178571428572,20.0,0.0,0.0,20.5453,0.0,0.0,0.0,18.8864,23.7447,32.5986,0.0,60000.0,8913195.75401489,10481395.75401489,80014970.60805972,90496366.36207461
Bronco Badlands 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46192,5665.178571428572,17.0,0.0,0.0,17.0901,0.0,0.0,0.0,17.0,22.0029,26.9848,0.0,60000.0,8913195.75401489,10481395.75401489,92917381.12812915,103398776.88214405
Bronco Badlands 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46193,5665.178571428572,17.0,0.0,0.0,17.0,0.0,0.0,0.0,16.1265,20.0298,27.4159,0.0,60000.0,8913195.75401489,10481395.75401489,95393939.57641165,105875335.33042654
Bronco Badlands 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46194,5665.178571428572,17.0,0.0,0.0,16.799,0.0,0.0,0.0,16.7617,20.8768,26.0006,0.0,60000.0,8913195.75401489,10481395.75401489,94397551.21716651,104878946.97118141
Bronco Black Diamond 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46195,5665.178571428572,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,24.5,33.4,0.0,60000.0,8913195.75401489,10481395.75401489,88011111.1111111,98492506.865126
Bronco Black Diamond 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46196,5665.178571428572,17.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,24.5,31.8,0.0,60000.0,8913195.75401489,10481395.75401489,92643274.85380118,103124670.60781607
Bronco Black Diamond 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46197,5665.178571428572,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,23.4738,32.1538,0.0,60000.0,8913195.75401489,10481395.75401489,88011111.1111111,98492506.865126
Bronco Sasquatch 4WD,Ford,2023,ICE,4.0,2.3,Automatic (S10),46198,5665.178571428572,18.0,0.0,0.0,17.0,0.0,0.0,0.0,18.0,23.4707,30.8137,0.0,60000.0,8913195.75401489,10481395.75401489,90785100.28653294,101266496.04054783
Bronco Sasquatch 4WD,Ford,2023,ICE,4.0,2.3,Manual 7-spd,46199,5665.178571428572,17.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,24.5,31.8,0.0,60000.0,8913195.75401489,10481395.75401489,92643274.85380118,103124670.60781607
Bronco Sasquatch 4WD,Ford,2023,ICE,6.0,2.7,Automatic (S10),46200,5665.178571428572,17.0,0.0,0.0,16.7367,0.0,0.0,0.0,16.7057,20.802,25.8765,0.0,60000.0,8913195.75401489,10481395.75401489,94733222.70559566,105214618.45961055
Aviator RWD,Lincoln,2023,ICE,6.0,3.0,Automatic (S10),46201,5687.5,21.0,0.0,0.0,26.1934,0.0,0.0,0.0,18.1909,22.8,37.0,0.0,60000.0,8948314.728616998,10516514.728616998,70121313.59059678,80637828.31921378
Bronco Raptor 4WD,Ford,2023,ICE,6.0,3.0,Automatic (S10),46202,5665.178571428572,15.0,0.0,0.0,15.8555,0.0,0.0,0.0,14.9703,18.5,24.0,0.0,60000.0,8913195.75401489,10481395.75401489,102489719.97443256,112971115.72844745
Aviator AWD,Lincoln,2023,ICE,6.0,3.0,Automatic (S10),46203,5687.5,20.0,0.0,0.0,24.3654,0.0,0.0,0.0,17.1523,21.4,34.2,0.0,60000.0,8948314.728616998,10516514.728616998,75011227.77262062,85527742.50123762
GR Corolla,Toyota,2023,ICE,3.0,1.6,Manual 6-spd,46218,3442.1428571428573,24.0,0.0,0.0,28.3153,0.0,0.0,0.0,21.1723,26.891200000000005,40.295,0.0,60000.0,5415626.835441798,6983826.835441798,63113149.103918366,70096975.93936017
Wagoneer 2WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46236,6250.0,20.0,0.0,0.0,23.9706,0.0,0.0,0.0,17.0777,21.3,33.6,0.0,60000.0,9833312.888590109,11401512.888590109,75912384.9747913,87313897.86338142
Wagoneer L 2WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46237,6250.0,20.0,0.0,0.0,23.9706,0.0,0.0,0.0,17.0777,21.3,33.6,0.0,60000.0,9833312.888590109,11401512.888590109,75912384.9747913,87313897.86338142
Armada 2WD,Nissan,2023,ICE,8.0,5.6,Automatic (S7),46238,6500.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.1316,17.4,28.7,0.0,60000.0,10226645.404133711,11794845.404133711,94245896.00231299,106040741.4064467
Durango SRT AWD,Dodge,2023,ICE,8.0,6.2,Automatic 8-spd,46239,5500.0,13.0,0.0,0.0,17.0907,0.0,0.0,0.0,11.5002,14.0,23.4,0.0,60000.0,8653315.341959294,10221515.341959292,108693153.84760523,118914669.18956453
Durango SRT AWD,Dodge,2023,ICE,8.0,6.4,Automatic 8-spd,46240,5500.0,15.0,0.0,0.0,19.2495,0.0,0.0,0.0,12.8619,15.7498,26.5492,0.0,60000.0,8653315.341959294,10221515.341959292,96744565.5227333,106966080.8646926
Wagoneer 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46241,6250.0,19.0,0.0,0.0,23.3102,0.0,0.0,0.0,16.1793,20.1,32.6,0.0,60000.0,9833312.888590109,11401512.888590109,78810842.78400968,90212355.67259979
Wagoneer L 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,46242,6250.0,19.0,0.0,0.0,22.5138,0.0,0.0,0.0,16.3295,20.3,31.4,0.0,60000.0,9833312.888590109,11401512.888590109,80290448.49275486,91691961.38134497
X5 xDrive45e,BMW,2023,PHEV,6.0,3.0,Automatic (S8),46248,5500.0,20.0,0.598,63.0,22.0961,31.43,0.0,0.0,19.2381,24.3,31.9,265674.17995019996,872059.0519892757,7680432.034127195,10263165.266066672,39743460.2230716,50006625.48913827
Tucson Plug-in Hybrid,Hyundai,2023,PHEV,4.0,1.6,Automatic (AM-S6),46251,4105.555555555556,35.0,0.616,42.0,35.3739,29.72,0.0,0.0,34.7293,47.9,45.9,167479.83090719997,571918.4436339225,5733170.983050503,7917569.257591626,25897905.897072762,33815475.15466439
Wrangler 4dr 4xe,Jeep,2023,PHEV,4.0,2.0,Automatic 8-spd,46252,4850.0,20.0,0.487,68.0,19.8362,21.0,0.0,0.0,20.3076,27.6,29.8,191598.72984,645640.2114250798,6772744.611912165,9054983.553177243,39863221.344723724,48918204.89790097
NX 450h Plus AWD,Lexus,2023,PHEV,4.0,2.5,Automatic (AV-S6),46254,4500.0,36.0,0.657,40.0,33.2748,33.1,0.0,0.0,37.5894,49.6499,47.5499,177644.76072000005,602988.5433661103,6283989.84610407,8509623.150190178,25361192.27746379,33870815.42765397
Aviator PHEV AWD,Lincoln,2023,PHEV,6.0,3.0,Automatic (S10),46255,5687.5,23.0,0.471,60.0,24.6279,21.59,0.0,0.0,21.5376,27.4,34.6,173807.41921199998,591259.3346498937,7942264.944381531,10152331.698243424,34757479.987472825,44909811.68571625
Panamera 4 e-Hybrid,Porsche,2023,PHEV,6.0,2.9,Automatic (AM-S8),46256,5147.727272727273,22.0,0.434,64.0,23.5681,18.91,0.0,0.0,20.6091,26.1,33.0,162381.2652672,556334.1803046836,7188503.536073595,9352218.981645478,36189235.21223304,45541454.19387852
Panamera 4S E-Hybrid,Porsche,2023,PHEV,6.0,2.9,Automatic (AM-S8),46257,5147.727272727273,22.0,0.434,66.0,23.3649,18.89,0.0,0.0,20.6304,26.1,32.7,167278.5717372,571303.2753446107,7188503.536073595,9372085.383155406,36991328.63443578,46363414.017591186
Panamera Turbo S e-Hybrid,Porsche,2023,PHEV,8.0,4.0,Automatic (AM-S8),46258,5147.727272727273,19.0,0.411,70.0,21.6794,17.58,0.0,0.0,17.8416,22.3,30.1,165113.02306799995,564684.0645516126,7188503.536073595,9363300.623693207,39774457.65697599,49137758.2806692
Cayenne Turbo S e-Hybrid,Porsche,2023,PHEV,8.0,4.0,Automatic (S8),46259,5468.75,18.0,0.366,82.0,19.5061,14.6,0.0,0.0,17.0142,21.2,26.9,160631.652216,550986.3173095975,7636793.215751472,9793411.18527707,44177886.727996,53971297.91327307
Cayenne Turbo S e-Hybrid Coupe,Porsche,2023,PHEV,8.0,4.0,Automatic (S8),46260,5468.75,18.0,0.366,82.0,19.5061,14.6,0.0,0.0,17.0142,21.2,26.9,160631.652216,550986.3173095975,7636793.215751472,9793411.18527707,44177886.727996,53971297.91327307
S90 T8 AWD Recharge ext. Range,Volvo,2023,PHEV,4.0,2.0,Automatic (S8),46261,4750.0,30.0,0.66,48.0,33.4653,38.22,0.0,0.0,28.0777,36.8,48.5,246148.01527679997,812375.4245602195,6633100.393109851,9136623.832946869,30486139.86332273,39622763.6962696
Mustang,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46335,5000.0,24.0,0.0,0.0,29.4808,0.0,0.0,0.0,20.7765,26.3418,42.1258,0.0,60000.0,7866650.310872085,9434850.310872085,61970285.00971978,71405135.32059187
Mustang,Ford,2023,ICE,8.0,5.0,Manual 6-spd,46336,5000.0,18.0,0.0,0.0,23.8439,0.0,0.0,0.0,14.7053,18.1516,31.5043,0.0,60000.0,7866650.310872085,9434850.310872085,80287742.5116045,89722592.8224766
Mustang,Ford,2023,ICE,4.0,2.3,Automatic 10-spd,46337,5000.0,25.0,0.0,0.0,32.2893,0.0,0.0,0.0,21.6093,27.5,46.6,0.0,60000.0,7866650.310872085,9434850.310872085,57642277.31022111,67077127.6210932
Mustang Mach 1,Ford,2023,ICE,8.0,5.0,Manual 6-spd,46338,5000.0,17.0,0.0,0.0,22.4473,0.0,0.0,0.0,14.1316,17.4,31.3,0.0,60000.0,7866650.310872085,9434850.310872085,84692868.06607883,94127718.37695092
Mustang Mach 1,Ford,2023,ICE,8.0,5.0,Automatic (S10),46339,5000.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.4625,19.1494,34.2463,0.0,60000.0,7866650.310872085,9434850.310872085,80793038.60007012,90227888.9109422
Mustang,Ford,2023,ICE,8.0,5.0,Automatic (S10),46340,5000.0,19.0,0.0,0.0,24.3958,0.0,0.0,0.0,15.4625,19.1494,34.2463,0.0,60000.0,7866650.310872085,9434850.310872085,77749037.27777268,87183887.58864477
Mustang Convertible,Ford,2023,ICE,8.0,5.0,Automatic (S10),46341,5000.0,18.0,0.0,0.0,23.1611,0.0,0.0,0.0,15.0449,18.5983,32.3747,0.0,60000.0,7866650.310872085,9434850.310872085,81204337.93757793,90639188.24845001
Mustang HO Coupe,Ford,2023,ICE,4.0,2.3,Automatic (S10),46342,5000.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,26.667,44.0964,0.0,60000.0,7866650.310872085,9434850.310872085,66423480.08385743,75858330.39472952
Mustang,Ford,2023,ICE,4.0,2.3,Automatic (S10),46343,5000.0,24.0,0.0,0.0,30.7247,0.0,0.0,0.0,21.011,26.667,44.0964,0.0,60000.0,7866650.310872085,9434850.310872085,60113377.579136916,69548227.890009
Mustang Convertible,Ford,2023,ICE,4.0,2.3,Automatic (S10),46344,5000.0,23.0,0.0,0.0,27.9847,0.0,0.0,0.0,19.7861,24.9755,39.7783,0.0,60000.0,7866650.310872085,9434850.310872085,65205946.98651963,74640797.29739171
Mustang Convertible,Ford,2023,ICE,4.0,2.3,Automatic 10-spd,46345,5000.0,23.0,0.0,0.0,28.3839,0.0,0.0,0.0,19.9266,25.1686,40.4023,0.0,60000.0,7866650.310872085,9434850.310872085,64455715.989611074,73890566.30048317
Mustang Convertible,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46346,5000.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,26.3418,42.1258,0.0,60000.0,7866650.310872085,9434850.310872085,66423480.08385743,75858330.39472952
Mustang HO Coupe,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46347,5000.0,22.0,0.0,0.0,26.9476,0.0,0.0,0.0,19.7435,24.917,38.1655,0.0,60000.0,7866650.310872085,9434850.310872085,66827654.297448024,76262504.60832012
Mustang HO Convertible,Ford,2023,ICE,4.0,2.3,Manual 6-spd,46348,5000.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0736,24.0,36.1,0.0,60000.0,7866650.310872085,9434850.310872085,70935005.94632547,80369856.25719756
Mustang HO Convertible,Ford,2023,ICE,4.0,2.3,Automatic (S10),46349,5000.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,26.667,44.0964,0.0,60000.0,7866650.310872085,9434850.310872085,69330415.75492342,78765266.06579551
RC F,Lexus,2023,ICE,8.0,5.0,Automatic (S8),46350,4125.0,19.0,0.0,0.0,24.4289,0.0,0.0,0.0,16.3887,20.4,33.3,0.0,60000.0,6489986.5064694695,8058186.5064694695,76123899.0697623,84182085.57623178
Tucson FWD,Hyundai,2023,ICE,4.0,2.5,Automatic (S8),46375,4105.555555555556,28.0,0.0,0.0,31.8471,0.0,0.0,0.0,24.9271,32.2017,45.8896,0.0,60000.0,6459393.977482745,8027593.977482745,55135018.49783002,63162612.47531276
Bronco Sport 4WD,Ford,2023,ICE,3.0,1.5,Automatic 8-spd,46385,5665.178571428572,26.0,0.0,0.0,28.0,0.0,0.0,0.0,25.3012,32.7408,43.3816,0.0,60000.0,8913195.75401489,10481395.75401489,59143851.495993726,69625247.25000861
Bronco Sport 4WD,Ford,2023,ICE,4.0,2.0,Automatic (S8),46386,5665.178571428572,23.0,0.0,0.0,26.0,0.0,0.0,0.0,21.1067,26.8,39.2,0.0,60000.0,8913195.75401489,10481395.75401489,66568577.253186874,77049973.00720176
Armada 4WD,Nissan,2023,ICE,8.0,5.6,Automatic (S7),46427,6500.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,17.2,27.0,0.0,60000.0,10226645.404133711,11794845.404133711,100584126.98412697,112378972.38826068
